id,name,field,old,new
usr_83fca53059094d30b292,Suraj Chouhan,designation,"Founder and Managing Partner, Chouhan Automobiles LLP (the only Maruti Suzuki ARENA dealership in Bhilai, Chhattisgarh; registered address PL-33, Chouhan State, G.E. Road, Bhilai–Durg 490023 with principal showroom on NH-6 / Rajnandgaon Bypass Road, near Chouhan Town). Concurrently Director, Chouhan Housing Private Limited (since 2017) — the Chouhan Group's real-estate arm; and part of the broader Chouhan Group which spans Automobiles, Hotel (Empyrean Lake Resort, Balod) and Real Estate (Chouhan Park View premium villas, Junwani Road, Bhilai)","Founder and Managing Partner, Chouhan Automobiles LLP (the only Maruti Suzuki ARENA dealership in Bhilai, Chhattisgarh; registered address PL-33, Chouhan State, G. E. Road, Bhilai–Durg 490023 with principal showroom on NH-6 / Rajnandgaon Bypass Road, near Chouhan Town)"
usr_83fca53059094d30b292,Suraj Chouhan,bio,"Mr Suraj Chouhan — US-educated (BBA, University of St. Thomas) and Pune-finished (MBA, Bharati Vidyapeeth) — anchors the automobile vertical of the Chhattisgarh-headquartered Chouhan Group from Bhilai, where he founded and manages the only Maruti Suzuki ARENA dealership in town as Chouhan Automobiles LLP (LLPIN AAJ-8498, incorporated 30 June 2017, total obligation ₹10 crore). His father Ajay Chouhan chairs the broader Chouhan Group — spanning real estate (Chouhan Park View villas, Chouhan Housing Pvt. Ltd.) and hospitality (Empyrean Lake Resort, Balod). A regional family-conglomerate heir for whom Bhilai is both hometown and core market.","Mr Suraj Chouhan — US-educated (BBA, University of St. His father Ajay Chouhan chairs the broader Chouhan Group — spanning real estate (Chouhan Park View villas, Chouhan Housing Pvt. Ltd. ) and hospitality (Empyrean Lake Resort, Balod). A regional family-conglomerate heir for whom Bhilai is both hometown and core market"
usr_83fca53059094d30b292,Suraj Chouhan,honours,"Corporate footprint: Chouhan Automobiles LLP — LLPIN AAJ-8498; incorporated 30 June 2017 (per ZaubaCorp records; commercial commencement 6 March 2018 per dealership website); registered with Registrar of Companies, Chhattisgarh; total obligation of contribution ₹10,00,00,000 (₹10 crore); status Active; Designated Partners Ajay Kumar Chouhan, Suraj Chouhan and Sunny Chouhan. Dealer network spans 1 Showroom | 2 Workshops | 1 True Value Outlet | 1 Driving School | 1 Commercial outlet | 2 Festive Outlets across Chhattisgarh. Recent highlights: launch of Maruti Suzuki e Vitara (electric SUV) for Bhilai; visit of Hon'ble Governor of Chhattisgarh Shri Ramen Deka to the Chouhan Group's Empyrean Lake Resort, Balod. No Padma award verified","Dealer network spans 1 Showroom | 2 Workshops | 1 True Value Outlet | 1 Driving School | 1 Commercial outlet | 2 Festive Outlets across Chhattisgarh. Recent highlights: launch of Maruti Suzuki e Vitara (electric SUV) for Bhilai; visit of Hon'ble Governor of Chhattisgarh Shri Ramen Deka to the Chouhan Group's Empyrean Lake Resort, Balod"
usr_76bff53401a74b71a3b1,Patrick Leverino,bio,"H.E. M. Patrick Leverino — formally named Consul General of France in Mumbai by Presidential Decree of 17 October 2025, succeeding M. Jean-Marc Séré-Charlet — is a career French sous-préfet (Administrator of the State, second grade) whose Ministry of the Interior postings from 2016 to 2025 included Largentière and Boulogne-sur- Mer. His consular territory embraces Chhattisgarh, Goa, Gujarat, Madhya Pradesh, Maharashtra and the UTs of Dadra, Nagar Haveli, Daman and Diu. A striking detail for the Conclave: the Consulate General's Mumbai chancery sits on the 5th Floor of Wockhardt Towers East Wing, Bandra Kurla Complex — the same tower complex that houses Dr Huzaifa Khorakiwala's Wockhardt HQ. Host and French envoy share a BKC address.","H. E. M. Patrick Leverino — formally named Consul General of France in Mumbai by Presidential Decree of 17 October 2025, succeeding M. Jean-Marc Séré-Charlet — is a career French sous-préfet (Administrator of the State, second grade) whose Ministry of the Interior postings from 2016 to 2025 included Largentière and Boulogne-sur- Mer. His consular territory embraces Chhattisgarh, Goa, Gujarat, Madhya Pradesh, Maharashtra and the UTs of Dadra, Nagar Haveli, Daman and Diu. A striking detail for the Conclave: the Consulate General's Mumbai chancery sits on the 5th Floor of Wockhardt Towers East Wing, Bandra Kurla Complex — the same tower complex that houses Dr Huzaifa Khorakiwala's Wockhardt HQ. Host and French envoy share a BKC address"
usr_76bff53401a74b71a3b1,Patrick Leverino,honours,"⚠ STRIKING ADDRESS COINCIDENCE: The Consulate General of France in Mumbai's chancery is located at Wockhardt Towers, East Wing, 5th Floor, Bandra Kurla Complex, Mumbai 400051 — the same Wockhardt-owned commercial tower complex in BKC that houses Wockhardt Limited's Corporate HQ (Wockhardt Towers, G Block BKC, BKC Bandra East), and by direct extension the offices of Dr Huzaifa Khorakiwala, IAPM founder and BFP Conclave host. Literal daily-office physical proximity between the French Consul General and the Conclave host. French public-service decorations likely (Légion d'honneur / Ordre national du Mérite would be standard for this career grade, but not independently verified in this research window)","STRIKING ADDRESS COINCIDENCE: The Consulate General of France in Mumbai's chancery is located at Wockhardt Towers, East Wing, 5th Floor, Bandra Kurla Complex, Mumbai 400051 — the same Wockhardt-owned commercial tower complex in BKC that houses Wockhardt Limited's Corporate HQ (Wockhardt Towers, G Block BKC, BKC Bandra East), and by direct extension the offices of Dr Huzaifa Khorakiwala, IAPM founder and BFP Conclave host. Literal daily-office physical proximity between the French Consul General and the Conclave host. French public-service decorations likely"
usr_76bff53401a74b71a3b1,Patrick Leverino,qualifications,"Administrator of the State (second grade) / Sous-préfet — a senior French civil servant career grade. Served at the Ministry of the Interior from 2016 to 2025, holding the positions of Sub-Prefect of Boulogne-sur-Mer (July 2022 – late 2025), Largentière (Ardèche) and other postings. Specific university credentials not publicly published on French consular release","Administrator of the State (second grade) / Sous-préfet — a senior French civil servant career grade. Served at the Ministry of the Interior from 2016 to 2025, holding the positions of Sub-Prefect of Boulogne-sur-Mer (July 2022 – late 2025), Largentière (Ardèche) and other postings"
usr_055bf8d8576241a38d5e,Avinash K. Dhakne,bio,"Dr Avinash K. Dhakne, IAS — Maharashtra cadre, 2010 batch — formally assumed charge on Friday 5 December 2025 as the Additional Municipal Commissioner (Eastern Suburbs) of the Brihanmumbai Municipal Corporation, taking over from Dr Amit Saini and reporting to Municipal Commissioner Shri Bhushan Gagrani, IAS. His career path has moved through Sub-Divisional Officer Nashik (1994), Jalgaon Collector, Solapur Municipal Commissioner, Managing Director Goregaon Film City, and Member Secretary of the Maharashtra Pollution Control Board until his October 2025 transfer. His Eastern Suburbs jurisdiction is the administrative territory that covers Bandra-East / BKC — the neighbourhood of both Wockhardt HQ and the Grand Hyatt Mumbai Conclave venue.","Dr Avinash K. Dhakne, IAS — Maharashtra cadre, 2010 batch — formally assumed charge on Friday 5 December 2025 as the Additional Municipal Commissioner (Eastern Suburbs) of the Brihanmumbai Municipal Corporation, taking over from Dr Amit Saini and reporting to Municipal Commissioner Shri Bhushan Gagrani, IAS. His career path has moved through Sub-Divisional Officer Nashik (1994), Jalgaon Collector, Solapur Municipal Commissioner, Managing Director Goregaon Film City, and Member Secretary of the Maharashtra Pollution Control Board until his October 2025 transfer. His Eastern Suburbs jurisdiction is the administrative territory that covers Bandra-East / BKC — the neighbourhood of both Wockhardt HQ and the Grand Hyatt Mumbai Conclave venue"
usr_055bf8d8576241a38d5e,Avinash K. Dhakne,honours,"Career trajectory prior to current posting: began administrative career 1994 as Sub-Divisional Officer, Nashik; Collector, Jalgaon; Municipal Commissioner, Solapur; Managing Director, Goregaon Film City (Dadasaheb Phalke Chitranagari); and Member Secretary, Maharashtra Pollution Control Board (MPCB) until October 2025. No Padma / Presidential award publicly listed","Career trajectory prior to current posting: began administrative career 1994 as Sub-Divisional Officer, Nashik; Collector, Jalgaon; Municipal Commissioner, Solapur; Managing Director, Goregaon Film City (Dadasaheb Phalke Chitranagari); and Member Secretary, Maharashtra Pollution Control Board (MPCB) until October 2025"
usr_132c7a54751f43eda5ff,Rania Yehia Abdelzaher,designation,"Brand Ambassador, Egyptian Ministry of Tourism (handpicked 2021) — travels across Egyptian governorates showcasing heritage, culture and beauty to a global audience. Concurrently a social-media influencer and actress with approximately 1.3 million Instagram followers (per Siasat Daily 2024 coverage). Active in PR marketing and event hosting","Brand Ambassador, Egyptian Ministry of Tourism (handpicked 2021) — travels across Egyptian governorates showcasing heritage, culture and beauty to a global audience. Concurrently a social-media influencer and actress with approximately 1. 3 million Instagram followers (per Siasat Daily 2024 coverage). Active in PR marketing and event hosting"
usr_132c7a54751f43eda5ff,Rania Yehia Abdelzaher,bio,"Dr Rania Yehia (flautist, Director of the Egyptian Academy of Arts in Rome); the BFP subject is the influencer, not the flautist- diplomat Ms Rania Yehia Abdelzaher — Dubai/Egypt-based Egyptian social-media influencer with approximately 1.3 million Instagram followers and a Champion-category BFP speaker (code 8In.11 Influencers) — was handpicked by the Egyptian Ministry of Tourism in 2021 as one of its national Brand Ambassadors, a role that has taken her across approximately twelve countries showcasing Egyptian heritage. Her early career was built through MetLife Alico (2012–2017) from outdoor sales to Sales Manager, before a 2019 pivot into film festivals and acting (Egyptian series Father of the Bride, The Moon at World's End). In 2024 her viral appearance as a Hijabi guest at the Ambani wedding in Mumbai travelled widely on Indian social media with her photographs alongside Bollywood stars. She is not to be confused with Dr Rania Yehia, the acclaimed flautist who directs the Egyptian Academy of Arts in Rome — a different public figure entirely.","Dr Rania Yehia (flautist, Director of the Egyptian Academy of Arts in Rome); the BFP subject is the influencer, not the flautist- diplomat Ms Rania Yehia Abdelzaher — Dubai/Egypt-based Egyptian social-media influencer with approximately 1. 3 million Instagram followers and a Champion-category BFP speaker (code 8In. 11 Influencers) — was handpicked by the Egyptian Ministry of Tourism in 2021 as one of its national Brand Ambassadors, a role that has taken her across approximately twelve countries showcasing Egyptian heritage. Her early career was built through MetLife Alico (2012–2017) from outdoor sales to Sales Manager, before a 2019 pivot into film festivals and acting (Egyptian series Father of the Bride, The Moon at World's End). In 2024 her viral appearance as a Hijabi guest at the Ambani wedding in Mumbai travelled widely on Indian social media with her photographs alongside Bollywood stars. She is not to be confused with Dr Rania Yehia, the acclaimed flautist who directs the Egyptian Academy of Arts in Rome — a different public figure entirely"
